Product,TotalSales,AverageWeeklySales,WeeklyStandardDeviation
Item_203,157720.0,22531,43,8516,08,
Item_12771,92901.0,13271,57,5016,18,
Item_12770,53362.0,7623,14,2881,28,
Item_5576,37350.0,5335,71,2016,71,
Item_8777,36892.0,5270,29,1991,98,
Item_5575,34346.0,4906,57,1854,51,
Item_5730,31586.0,4512,29,1705,48,
Item_5698,24184.0,3454,86,1305,81,
Item_6766,24001.0,3428,71,1295,93,
Item_5699,23421.0,3345,86,1264,62,
Item_12580,20318.0,2902,57,1097,07,
Item_8902,19666.0,2809,43,1061,86,
Item_7811,19576.0,2796,57,1057,00,
Item_11429,19287.0,2755,29,1041,40,
Item_1438,19113.0,2730,43,1032,00,
Item_1439,18865.0,2695,00,1018,61,
Item_12074,18080.0,2582,86,976,23,
Item_3180,17623.0,2517,57,951,55,
Item_7791,17587.0,2512,43,949,61,
Item_12772,17571.0,2510,14,948,74,
Item_8283,17544.0,2506,29,947,29,
Item_12031,17198.0,2456,86,928,60,
Item_13099,17178.0,2454,00,927,52,
Item_10285,16531.0,2361,57,892,59,
Item_986,16259.0,2322,71,877,90,
Item_13437,16249.0,2321,29,877,36,
Item_13188,15351.0,2193,00,828,88,
Item_5581,14961.0,2137,29,807,82,
Item_2473,14916.0,2130,86,805,39,
Item_857,14219.0,2031,29,767,75,
Item_1019,13409.0,1915,57,724,02,
Item_13501,13377.0,1911,00,722,29,
Item_10064,13327.0,1903,86,719,59,
Item_12768,13094.0,1870,57,707,01,
Item_12281,12915.0,1845,00,697,34,
Item_11360,12810.0,1830,00,691,67,
Item_9179,12139.0,1734,14,655,44,
Item_12003,12128.0,1732,57,654,85,
Item_4001,11312.0,1616,00,610,79,
Item_11687,11036.0,1576,57,595,89,
Item_13438,11036.0,1576,57,595,89,
Item_779,10966.0,1566,57,592,11,
Item_7733,10786.0,1540,86,582,39,
Item_7790,10774.0,1539,14,581,74,
Item_5687,10768.0,1538,29,581,42,
Item_8960,10730.0,1532,86,579,37,
Item_2709,10574.0,1510,57,570,94,
Item_5558,10540.0,1505,71,569,11,
Item_354,10515.0,1502,14,567,76,
Item_1266,10438.0,1491,14,563,60,
Item_11478,10351.0,1478,71,558,90,
Item_664,10304.0,1472,00,556,36,
Item_8091,10243.0,1463,29,553,07,
Item_346,10079.0,1439,86,544,21,
Item_8240,10047.0,1435,29,542,49,
Item_9936,10045.0,1435,00,542,38,
Item_280,10014.0,1430,57,540,71,
Item_1129,9974.0,1424,86,538,55,
Item_9075,9969.0,1424,14,538,28,
Item_783,9939.0,1419,86,536,66,
Item_40,9822.0,1403,14,530,34,
Item_8166,9812.0,1401,71,529,80,
Item_9422,9721.0,1388,71,524,88,
Item_12899,9632.0,1376,00,520,08,
Item_8125,9630.0,1375,71,519,97,
Item_8851,9551.0,1364,43,515,71,
Item_5557,9369.0,1338,43,505,88,
Item_3999,9366.0,1338,00,505,72,
Item_13187,9294.0,1327,71,501,83,
Item_1194,9270.0,1324,29,500,53,
Item_2677,9198.0,1314,00,496,65,
Item_8955,9094.0,1299,14,491,03,
Item_5387,8983.0,1283,29,485,04,
Item_987,8975.0,1282,14,484,60,
Item_13150,8889.0,1269,86,479,96,
Item_10312,8880.0,1268,57,479,47,
Item_8762,8816.0,1259,43,476,02,
Item_340,8753.0,1250,43,472,62,
Item_1057,8747.0,1249,57,472,29,
Item_778,8704.0,1243,43,469,97,
Item_8959,8639.0,1234,14,466,46,
Item_9845,8615.0,1230,71,465,17,
Item_352,8610.0,1230,00,464,90,
Item_5026,8605.0,1229,29,464,63,
Item_5487,8563.0,1223,29,462,36,
Item_322,8561.0,1223,00,462,25,
Item_10394,8520.0,1217,14,460,04,
Item_4000,8516.0,1216,57,459,82,
Item_12008,8513.0,1216,14,459,66,
Item_10802,8508.0,1215,43,459,39,
Item_13228,8484.0,1212,00,458,09,
Item_6794,8441.0,1205,86,455,77,
Item_12239,8435.0,1205,00,455,45,
Item_1986,8366.0,1195,14,451,72,
Item_5556,8327.0,1189,57,449,62,
Item_8044,8251.0,1178,71,445,51,
Item_1067,8242.0,1177,43,445,03,
Item_563,8236.0,1176,57,444,70,
Item_4081,8219.0,1174,14,443,78,
Item_1248,8201.0,1171,57,442,81,
Item_300,8199.0,1171,29,442,70,
Item_9077,8095.0,1156,43,437,09,
Item_12688,8012.0,1144,57,432,61,
Item_12007,8007.0,1143,86,432,34,
Item_460,7988.0,1141,14,431,31,
Item_350,7974.0,1139,14,430,56,
Item_1273,7961.0,1137,29,429,85,
Item_42,7895.0,1127,86,426,29,
Item_351,7888.0,1126,86,425,91,
Item_13186,7879.0,1125,57,425,43,
Item_9178,7878.0,1125,43,425,37,
Item_468,7666.0,1095,14,413,93,
Item_5032,7632.0,1090,29,412,09,
Item_11688,7624.0,1089,14,411,66,
Item_5729,7615.0,1087,86,411,17,
Item_5031,7580.0,1082,86,409,28,
Item_8849,7570.0,1081,43,408,74,
Item_347,7555.0,1079,29,407,93,
Item_11488,7507.0,1072,43,405,34,
Item_272,7449.0,1064,14,402,21,
Item_348,7423.0,1060,43,400,80,
Item_12784,7376.0,1053,71,398,27,
Item_2711,7366.0,1052,29,397,73,
Item_1251,7319.0,1045,57,395,19,
Item_11098,7308.0,1044,00,394,59,
Item_5697,7278.0,1039,71,392,98,
Item_8472,7273.0,1039,00,392,71,
Item_1820,7261.0,1037,29,392,06,
Item_4538,7248.0,1035,43,391,36,
Item_1508,7223.0,1031,86,390,01,
Item_993,7206.0,1029,43,389,09,
Item_1091,7162.0,1023,14,386,71,
Item_8961,7159.0,1022,71,386,55,
Item_8774,7158.0,1022,57,386,50,
Item_5006,7118.0,1016,86,384,34,
Item_1591,7116.0,1016,57,384,23,
Item_12006,7077.0,1011,00,382,12,
Item_6688,7065.0,1009,29,381,47,
Item_8956,7057.0,1008,14,381,04,
Item_12852,7054.0,1007,71,380,88,
Item_13095,7042.0,1006,00,380,23,
Item_11686,7020.0,1002,86,379,04,
Item_923,6998.0,999,71,377,86,
Item_13379,6993.0,999,00,377,59,
Item_8167,6944.0,992,00,374,94,
Item_274,6909.0,987,00,373,05,
Item_7785,6898.0,985,43,372,46,
Item_633,6888.0,984,00,371,92,
Item_1821,6884.0,983,43,371,70,
Item_12002,6872.0,981,71,371,05,
Item_12005,6845.0,977,86,369,60,
Item_1892,6754.0,964,86,364,68,
Item_338,6751.0,964,43,364,52,
Item_3685,6732.0,961,71,363,49,
Item_4440,6732.0,961,71,363,49,
Item_44,6726.0,960,86,363,17,
Item_12374,6700.0,957,14,361,77,
Item_6700,6695.0,956,43,361,50,
Item_281,6680.0,954,29,360,69,
Item_780,6674.0,953,43,360,36,
Item_13122,6641.0,948,71,358,58,
Item_7923,6538.0,934,00,353,02,
Item_10296,6529.0,932,71,352,53,
Item_13185,6504.0,929,14,351,18,
Item_353,6415.0,916,43,346,38,
Item_13204,6395.0,913,57,345,30,
Item_4437,6364.0,909,14,343,62,
Item_11487,6352.0,907,43,342,98,
Item_13093,6349.0,907,00,342,81,
Item_342,6332.0,904,57,341,90,
Item_7812,6282.0,897,43,339,20,
Item_11322,6216.0,888,00,335,63,
Item_7931,6199.0,885,57,334,71,
Item_4324,6156.0,879,43,332,39,
Item_7921,6153.0,879,00,332,23,
Item_607,6096.0,870,86,329,15,
Item_8127,6044.0,863,43,326,35,
Item_298,6042.0,863,14,326,24,
Item_12330,6033.0,861,86,325,75,
Item_8177,6033.0,861,86,325,75,
Item_1914,6033.0,861,86,325,75,
Item_6411,6030.0,861,43,325,59,
Item_7817,6028.0,861,14,325,48,
Item_11999,6007.0,858,14,324,35,
Item_3281,5996.0,856,57,323,75,
Item_1373,5963.0,851,86,321,97,
Item_1020,5945.0,849,29,321,00,
Item_4066,5929.0,847,00,320,14,
Item_759,5902.0,843,14,318,68,
Item_12241,5892.0,841,71,318,14,
Item_8948,5887.0,841,00,317,87,
Item_13229,5882.0,840,29,317,60,
Item_349,5881.0,840,14,317,54,
Item_12687,5878.0,839,71,317,38,
Item_1187,5862.0,837,43,316,52,
Item_336,5855.0,836,43,316,14,
Item_2837,5849.0,835,57,315,82,
Item_8182,5845.0,835,00,315,60,
Item_2501,5825.0,832,14,314,52,
Item_5217,5817.0,831,00,314,09,
Item_426,5816.0,830,86,314,03,
Item_11718,5751.0,821,57,310,52,
Item_12761,5749.0,821,29,310,42,
Item_12004,5739.0,819,86,309,88,
Item_7833,5735.0,819,29,309,66,
Item_324,5732.0,818,86,309,50,
Item_13276,5728.0,818,29,309,28,
Item_10056,5692.0,813,14,307,34,
Item_1785,5690.0,812,86,307,23,
Item_11869,5684.0,812,00,306,91,
Item_1023,5677.0,811,00,306,53,
Item_6500,5639.0,805,57,304,48,
Item_1112,5620.0,802,86,303,45,
Item_1597,5618.0,802,57,303,34,
Item_9177,5617.0,802,43,303,29,
Item_12244,5613.0,801,86,303,07,
Item_9719,5607.0,801,00,302,75,
Item_11099,5595.0,799,29,302,10,
Item_634,5578.0,796,86,301,18,
Item_13094,5578.0,796,86,301,18,
Item_886,5562.0,794,57,300,32,
Item_8035,5547.0,792,43,299,51,
Item_9073,5536.0,790,86,298,92,
Item_3752,5535.0,790,71,298,86,
Item_11384,5530.0,790,00,298,59,
Item_473,5499.0,785,57,296,92,
Item_11870,5493.0,784,71,296,59,
Item_1856,5486.0,783,71,296,22,
Item_10405,5435.0,776,43,293,46,
Item_1136,5435.0,776,43,293,46,
Item_4374,5430.0,775,71,293,19,
Item_6499,5429.0,775,57,293,14,
Item_1829,5419.0,774,14,292,60,
Item_296,5416.0,773,71,292,44,
Item_1076,5405.0,772,14,291,84,
Item_4252,5405.0,772,14,291,84,
Item_9176,5397.0,771,00,291,41,
Item_9378,5386.0,769,43,290,82,
Item_10206,5376.0,768,00,290,28,
Item_299,5352.0,764,57,288,98,
Item_12886,5332.0,761,71,287,90,
Item_264,5332.0,761,71,287,90,
Item_12769,5325.0,760,71,287,52,
Item_11400,5323.0,760,43,287,41,
Item_13463,5321.0,760,14,287,31,
Item_9935,5315.0,759,29,286,98,
Item_4251,5309.0,758,43,286,66,
Item_12010,5292.0,756,00,285,74,
Item_5033,5270.0,752,86,284,55,
Item_8251,5262.0,751,71,284,12,
Item_341,5254.0,750,57,283,69,
Item_10890,5234.0,747,71,282,61,
Item_4358,5227.0,746,71,282,23,
Item_297,5221.0,745,86,281,91,
Item_273,5217.0,745,29,281,69,
Item_1289,5211.0,744,43,281,37,
Item_784,5199.0,742,71,280,72,
Item_11450,5195.0,742,14,280,50,
Item_12243,5181.0,740,14,279,75,
Item_9174,5161.0,737,29,278,67,
Item_9458,5138.0,734,00,277,43,
Item_6503,5138.0,734,00,277,43,
Item_12782,5136.0,733,71,277,32,
Item_873,5135.0,733,57,277,26,
Item_13148,5129.0,732,71,276,94,
Item_4250,5121.0,731,57,276,51,
Item_12995,5115.0,730,71,276,18,
Item_1228,5112.0,730,29,276,02,
Item_13245,5100.0,728,57,275,37,
Item_1510,5086.0,726,57,274,62,
Item_7976,5084.0,726,29,274,51,
Item_249,5083.0,726,14,274,46,
Item_12706,5080.0,725,71,274,29,
Item_7901,5076.0,725,14,274,08,
Item_9180,5070.0,724,29,273,75,
Item_259,5061.0,723,00,273,27,
Item_12490,5060.0,722,86,273,21,
Item_11689,5051.0,721,57,272,73,
Item_7878,5047.0,721,00,272,51,
Item_9249,5046.0,720,86,272,46,
Item_4067,5011.0,715,86,270,57,
Item_10379,5004.0,714,86,270,19,
Item_4357,4992.0,713,14,269,54,
Item_9844,4985.0,712,14,269,16,
Item_1896,4982.0,711,71,269,00,
Item_13246,4962.0,708,86,267,92,
Item_5728,4958.0,708,29,267,71,
Item_294,4956.0,708,00,267,60,
Item_6904,4944.0,706,29,266,95,
Item_10061,4940.0,705,71,266,73,
Item_8963,4936.0,705,14,266,52,
Item_11165,4934.0,704,86,266,41,
Item_7977,4924.0,703,43,265,87,
Item_7978,4918.0,702,57,265,55,
Item_9051,4914.0,702,00,265,33,
Item_7932,4898.0,699,71,264,47,
Item_8341,4898.0,699,71,264,47,
Item_9957,4867.0,695,29,262,79,
Item_1613,4861.0,694,43,262,47,
Item_1509,4839.0,691,29,261,28,
Item_8278,4835.0,690,71,261,07,
Item_11323,4834.0,690,57,261,01,
Item_4722,4832.0,690,29,260,90,
Item_628,4831.0,690,14,260,85,
Item_13092,4812.0,687,43,259,82,
Item_11479,4806.0,686,57,259,50,
Item_704,4800.0,685,71,259,18,
Item_10674,4798.0,685,43,259,07,
Item_793,4783.0,683,29,258,26,
Item_4340,4770.0,681,43,257,56,
Item_8340,4754.0,679,14,256,69,
Item_908,4746.0,678,00,256,26,
Item_11220,4733.0,676,14,255,56,
Item_667,4731.0,675,86,255,45,
Item_4540,4725.0,675,00,255,13,
Item_632,4717.0,673,86,254,69,
Item_8613,4715.0,673,57,254,59,
Item_6692,4700.0,671,43,253,78,
Item_795,4699.0,671,29,253,72,
Item_1198,4699.0,671,29,253,72,
Item_1507,4663.0,666,14,251,78,
