Product,TotalSales,AverageWeeklySales,WeeklyStandardDeviation
Item_8172,4658.0,665,43,251,51,
Item_3576,4628.0,661,14,249,89,
Item_5035,4627.0,661,00,249,83,
Item_9415,4626.0,660,86,249,78,
Item_8962,4624.0,660,57,249,67,
Item_13020,4622.0,660,29,249,56,
Item_6651,4607.0,658,14,248,75,
Item_13248,4599.0,657,00,248,32,
Item_11042,4594.0,656,29,248,05,
Item_1594,4588.0,655,43,247,73,
Item_1500,4587.0,655,29,247,67,
Item_7952,4586.0,655,14,247,62,
Item_1384,4586.0,655,14,247,62,
Item_6902,4561.0,651,57,246,27,
Item_5010,4561.0,651,57,246,27,
Item_8942,4548.0,649,71,245,57,
Item_334,4547.0,649,57,245,51,
Item_9407,4540.0,648,57,245,14,
Item_10556,4530.0,647,14,244,60,
Item_12537,4528.0,646,86,244,49,
Item_10557,4524.0,646,29,244,27,
Item_4379,4514.0,644,86,243,73,
Item_1002,4481.0,640,14,241,95,
Item_1092,4474.0,639,14,241,57,
Item_9243,4470.0,638,57,241,36,
Item_8827,4464.0,637,71,241,03,
Item_1918,4463.0,637,57,240,98,
Item_8957,4453.0,636,14,240,44,
Item_994,4439.0,634,14,239,68,
Item_1576,4430.0,632,86,239,20,
Item_1432,4415.0,630,71,238,39,
Item_8249,4412.0,630,29,238,23,
Item_9325,4400.0,628,57,237,58,
Item_1812,4391.0,627,29,237,09,
Item_10055,4386.0,626,57,236,82,
Item_1461,4364.0,623,43,235,63,
Item_5012,4359.0,622,71,235,36,
Item_8169,4355.0,622,14,235,15,
Item_891,4354.0,622,00,235,09,
Item_288,4349.0,621,29,234,82,
Item_4380,4343.0,620,43,234,50,
Item_5491,4336.0,619,43,234,12,
Item_2565,4332.0,618,86,233,91,
Item_11616,4325.0,617,86,233,53,
Item_12448,4324.0,617,71,233,47,
Item_8560,4317.0,616,71,233,10,
Item_390,4312.0,616,00,232,83,
Item_9327,4305.0,615,00,232,45,
Item_420,4293.0,613,29,231,80,
Item_12649,4286.0,612,29,231,42,
Item_5309,4282.0,611,71,231,21,
Item_4141,4279.0,611,29,231,04,
Item_4668,4262.0,608,86,230,13,
Item_13098,4261.0,608,71,230,07,
Item_4301,4256.0,608,00,229,80,
Item_629,4253.0,607,57,229,64,
Item_11489,4250.0,607,14,229,48,
Item_258,4230.0,604,29,228,40,
Item_10406,4208.0,601,14,227,21,
Item_4536,4203.0,600,43,226,94,
Item_6453,4201.0,600,14,226,83,
Item_890,4188.0,598,29,226,13,
Item_1018,4184.0,597,71,225,91,
Item_7979,4181.0,597,29,225,75,
Item_12491,4180.0,597,14,225,70,
Item_5179,4173.0,596,14,225,32,
Item_5034,4165.0,595,00,224,89,
Item_4372,4164.0,594,86,224,83,
Item_802,4163.0,594,71,224,78,
Item_6435,4160.0,594,29,224,62,
Item_13462,4160.0,594,29,224,62,
Item_1292,4150.0,592,86,224,08,
Item_3072,4140.0,591,43,223,54,
Item_564,4132.0,590,29,223,11,
Item_4818,4130.0,590,00,223,00,
Item_12285,4128.0,589,71,222,89,
Item_1358,4126.0,589,43,222,78,
Item_9247,4125.0,589,29,222,73,
Item_1755,4124.0,589,14,222,68,
Item_10069,4124.0,589,14,222,68,
Item_1483,4122.0,588,86,222,57,
Item_1210,4116.0,588,00,222,24,
Item_11998,4100.0,585,71,221,38,
Item_13227,4097.0,585,29,221,22,
Item_11225,4093.0,584,71,221,00,
Item_6430,4082.0,583,14,220,41,
Item_7925,4073.0,581,86,219,92,
Item_12346,4071.0,581,57,219,81,
Item_418,4071.0,581,57,219,81,
Item_4849,4070.0,581,43,219,76,
Item_8611,4052.0,578,86,218,79,
Item_4537,4045.0,577,86,218,41,
Item_4721,4042.0,577,43,218,25,
Item_1917,4035.0,576,43,217,87,
Item_1836,4032.0,576,00,217,71,
Item_12855,4026.0,575,14,217,38,
Item_11039,4022.0,574,57,217,17,
Item_1320,4003.0,571,86,216,14,
Item_1915,4002.0,571,71,216,09,
Item_11669,3994.0,570,57,215,66,
Item_989,3993.0,570,43,215,60,
Item_1295,3967.0,566,71,214,20,
Item_1587,3966.0,566,57,214,14,
Item_10071,3963.0,566,14,213,98,
Item_878,3963.0,566,14,213,98,
Item_8954,3961.0,565,86,213,87,
Item_8689,3958.0,565,43,213,71,
Item_10383,3940.0,562,86,212,74,
Item_8351,3939.0,562,71,212,69,
Item_12503,3931.0,561,57,212,25,
Item_4910,3919.0,559,86,211,61,
Item_1374,3919.0,559,86,211,61,
Item_1301,3909.0,558,43,211,07,
Item_5303,3907.0,558,14,210,96,
Item_11690,3905.0,557,86,210,85,
Item_4949,3899.0,557,00,210,53,
Item_1308,3895.0,556,43,210,31,
Item_12807,3889.0,555,57,209,99,
Item_4339,3874.0,553,43,209,18,
Item_13022,3873.0,553,29,209,12,
Item_11344,3873.0,553,29,209,12,
Item_7113,3857.0,551,00,208,26,
Item_10112,3854.0,550,57,208,10,
Item_6505,3839.0,548,43,207,29,
Item_13001,3838.0,548,29,207,23,
Item_12492,3838.0,548,29,207,23,
Item_10386,3836.0,548,00,207,12,
Item_957,3834.0,547,71,207,02,
Item_11315,3833.0,547,57,206,96,
Item_5105,3833.0,547,57,206,96,
Item_1574,3829.0,547,00,206,75,
Item_425,3828.0,546,86,206,69,
Item_13021,3826.0,546,57,206,58,
Item_792,3815.0,545,00,205,99,
Item_1227,3814.0,544,86,205,94,
Item_332,3800.0,542,86,205,18,
Item_7964,3798.0,542,57,205,07,
Item_5180,3796.0,542,29,204,96,
Item_7830,3794.0,542,00,204,86,
Item_1008,3775.0,539,29,203,83,
Item_12696,3774.0,539,14,203,78,
Item_12321,3766.0,538,00,203,34,
Item_13499,3758.0,536,86,202,91,
Item_4010,3755.0,536,43,202,75,
Item_11314,3755.0,536,43,202,75,
Item_11728,3755.0,536,43,202,75,
Item_11658,3752.0,536,00,202,59,
Item_7729,3750.0,535,71,202,48,
Item_1582,3749.0,535,57,202,43,
Item_5182,3748.0,535,43,202,37,
Item_1081,3747.0,535,29,202,32,
Item_7727,3744.0,534,86,202,16,
Item_6900,3742.0,534,57,202,05,
Item_11572,3741.0,534,43,202,00,
Item_11705,3740.0,534,29,201,94,
Item_760,3740.0,534,29,201,94,
Item_315,3731.0,533,00,201,46,
Item_4438,3731.0,533,00,201,46,
Item_1783,3724.0,532,00,201,08,
Item_5588,3721.0,531,57,200,92,
Item_4410,3719.0,531,29,200,81,
Item_12708,3719.0,531,29,200,81,
Item_4988,3718.0,531,14,200,75,
Item_1478,3718.0,531,14,200,75,
Item_1916,3710.0,530,00,200,32,
Item_1592,3709.0,529,86,200,27,
Item_9329,3704.0,529,14,200,00,
Item_10181,3697.0,528,14,199,62,
Item_3934,3695.0,527,86,199,51,
Item_990,3693.0,527,57,199,40,
Item_5492,3688.0,526,86,199,13,
Item_12301,3682.0,526,00,198,81,
Item_469,3682.0,526,00,198,81,
Item_1031,3680.0,525,71,198,70,
Item_9328,3674.0,524,86,198,38,
Item_6350,3671.0,524,43,198,22,
Item_4810,3662.0,523,14,197,73,
Item_7242,3654.0,522,00,197,30,
Item_8253,3652.0,521,71,197,19,
Item_337,3651.0,521,57,197,14,
Item_11240,3629.0,518,43,195,95,
Item_3570,3625.0,517,86,195,73,
Item_10552,3624.0,517,71,195,68,
Item_13375,3624.0,517,71,195,68,
Item_10407,3621.0,517,29,195,52,
Item_7273,3608.0,515,43,194,81,
Item_12523,3607.0,515,29,194,76,
Item_421,3606.0,515,14,194,71,
Item_10284,3605.0,515,00,194,65,
Item_6967,3601.0,514,43,194,44,
Item_11704,3592.0,513,14,193,95,
Item_6132,3590.0,512,86,193,84,
Item_290,3588.0,512,57,193,73,
Item_7776,3587.0,512,43,193,68,
Item_5255,3586.0,512,29,193,63,
Item_6069,3584.0,512,00,193,52,
Item_4323,3579.0,511,29,193,25,
Item_1152,3577.0,511,00,193,14,
Item_1191,3576.0,510,86,193,09,
Item_7818,3572.0,510,29,192,87,
Item_283,3572.0,510,29,192,87,
Item_13345,3566.0,509,43,192,55,
Item_7829,3561.0,508,71,192,28,
Item_1323,3560.0,508,57,192,22,
Item_1588,3554.0,507,71,191,90,
Item_10281,3553.0,507,57,191,84,
Item_6278,3548.0,506,86,191,57,
Item_9843,3547.0,506,71,191,52,
Item_9175,3546.0,506,57,191,47,
Item_12910,3546.0,506,57,191,47,
Item_8190,3543.0,506,14,191,30,
Item_4247,3541.0,505,86,191,20,
Item_6529,3535.0,505,00,190,87,
Item_9955,3535.0,505,00,190,87,
Item_291,3533.0,504,71,190,76,
Item_12699,3520.0,502,86,190,06,
Item_5252,3519.0,502,71,190,01,
Item_9914,3515.0,502,14,189,79,
Item_9305,3514.0,502,00,189,74,
Item_8236,3514.0,502,00,189,74,
Item_12813,3511.0,501,57,189,58,
Item_12572,3509.0,501,29,189,47,
Item_4322,3507.0,501,00,189,36,
Item_11709,3503.0,500,43,189,14,
Item_12853,3501.0,500,14,189,04,
Item_3228,3492.0,498,86,188,55,
Item_439,3491.0,498,71,188,50,
Item_12358,3490.0,498,57,188,44,
Item_8958,3486.0,498,00,188,23,
Item_4594,3483.0,497,57,188,06,
Item_7241,3481.0,497,29,187,96,
Item_2703,3479.0,497,00,187,85,
Item_13034,3475.0,496,43,187,63,
Item_8178,3473.0,496,14,187,52,
Item_13277,3472.0,496,00,187,47,
Item_7922,3470.0,495,71,187,36,
Item_877,3461.0,494,43,186,88,
Item_9847,3459.0,494,14,186,77,
Item_13155,3458.0,494,00,186,71,
Item_4990,3458.0,494,00,186,71,
Item_1668,3450.0,492,86,186,28,
Item_12365,3448.0,492,57,186,17,
Item_3268,3446.0,492,29,186,07,
Item_9406,3445.0,492,14,186,01,
Item_312,3444.0,492,00,185,96,
Item_1387,3441.0,491,57,185,80,
Item_9330,3441.0,491,57,185,80,
Item_9913,3435.0,490,71,185,47,
Item_13038,3435.0,490,71,185,47,
Item_9857,3428.0,489,71,185,09,
Item_245,3417.0,488,14,184,50,
Item_805,3416.0,488,00,184,45,
Item_7924,3405.0,486,43,183,85,
Item_13418,3405.0,486,43,183,85,
Item_733,3397.0,485,29,183,42,
Item_13168,3395.0,485,00,183,31,
Item_6371,3394.0,484,86,183,26,
Item_13065,3389.0,484,14,182,99,
Item_4169,3388.0,484,00,182,93,
Item_1086,3388.0,484,00,182,93,
Item_9331,3383.0,483,29,182,66,
Item_1795,3381.0,483,00,182,56,
Item_1109,3381.0,483,00,182,56,
Item_1822,3380.0,482,86,182,50,
Item_7628,3379.0,482,71,182,45,
Item_4535,3375.0,482,14,182,23,
Item_8163,3364.0,480,57,181,64,
Item_12854,3363.0,480,43,181,58,
Item_9342,3363.0,480,43,181,58,
Item_7608,3354.0,479,14,181,10,
Item_437,3353.0,479,00,181,04,
Item_4378,3350.0,478,57,180,88,
Item_41,3349.0,478,43,180,83,
Item_2299,3348.0,478,29,180,78,
Item_6401,3346.0,478,00,180,67,
Item_1482,3343.0,477,57,180,51,
Item_8252,3336.0,476,57,180,13,
Item_1355,3334.0,476,29,180,02,
Item_5440,3333.0,476,14,179,97,
Item_1837,3331.0,475,86,179,86,
Item_8352,3330.0,475,71,179,80,
Item_991,3329.0,475,57,179,75,
Item_244,3327.0,475,29,179,64,
Item_4580,3325.0,475,00,179,53,
Item_920,3324.0,474,86,179,48,
Item_13013,3322.0,474,57,179,37,
Item_4187,3319.0,474,14,179,21,
Item_8238,3314.0,473,43,178,94,
Item_12817,3313.0,473,29,178,89,
Item_7339,3310.0,472,86,178,72,
Item_7938,3309.0,472,71,178,67,
Item_11383,3304.0,472,00,178,40,
Item_7900,3295.0,470,71,177,91,
Item_1082,3292.0,470,29,177,75,
Item_4704,3291.0,470,14,177,70,
Item_4300,3288.0,469,71,177,54,
Item_13404,3285.0,469,29,177,37,
Item_6540,3284.0,469,14,177,32,
Item_4707,3277.0,468,14,176,94,
Item_4157,3275.0,467,86,176,83,
Item_51,3274.0,467,71,176,78,
Item_6970,3273.0,467,57,176,73,
Item_4767,3270.0,467,14,176,56,
Item_13063,3270.0,467,14,176,56,
Item_8988,3262.0,466,00,176,13,
Item_1252,3260.0,465,71,176,02,
Item_13435,3259.0,465,57,175,97,
Item_3374,3258.0,465,43,175,92,
Item_2472,3246.0,463,71,175,27,
Item_6436,3243.0,463,29,175,11,
Item_431,3241.0,463,00,175,00,
Item_4856,3240.0,462,86,174,94,
Item_8605,3235.0,462,14,174,67,
Item_9962,3234.0,462,00,174,62,
Item_391,3233.0,461,86,174,57,
Item_7285,3231.0,461,57,174,46,
Item_11660,3226.0,460,86,174,19,
Item_10563,3225.0,460,71,174,13,
Item_13460,3223.0,460,43,174,03,
Item_3490,3218.0,459,71,173,76,
Item_12830,3218.0,459,71,173,76,
Item_4419,3217.0,459,57,173,70,
Item_11447,3216.0,459,43,173,65,
Item_8175,3213.0,459,00,173,49,
Item_1380,3212.0,458,86,173,43,
Item_1312,3210.0,458,57,173,32,
Item_6921,3208.0,458,29,173,22,
Item_1437,3208.0,458,29,173,22,
Item_1236,3206.0,458,00,173,11,
Item_4792,3206.0,458,00,173,11,
Item_2000,3196.0,456,57,172,57,
Item_11876,3195.0,456,43,172,51,
Item_5679,3194.0,456,29,172,46,
Item_1786,3191.0,455,86,172,30,
Item_1430,3188.0,455,43,172,14,
Item_6279,3182.0,454,57,171,81,
Item_4541,3180.0,454,29,171,70,
Item_8159,3179.0,454,14,171,65,
Item_13243,3178.0,454,00,171,60,
Item_12697,3177.0,453,86,171,54,
Item_1485,3170.0,452,86,171,16,
Item_1245,3167.0,452,43,171,00,
Item_11265,3166.0,452,29,170,95,
Item_7239,3163.0,451,86,170,79,
Item_10408,3162.0,451,71,170,73,
Item_6971,3159.0,451,29,170,57,
Item_10694,3157.0,451,00,170,46,
Item_1583,3155.0,450,71,170,35,
Item_430,3154.0,450,57,170,30,
Item_1009,3152.0,450,29,170,19,
Item_10626,3140.0,448,57,169,54,
Item_1498,3136.0,448,00,169,33,
Item_1069,3134.0,447,71,169,22,
Item_1375,3132.0,447,43,169,11,
Item_1839,3131.0,447,29,169,06,
Item_4989,3129.0,447,00,168,95,
Item_686,3123.0,446,14,168,63,
Item_12909,3123.0,446,14,168,63,
Item_1309,3123.0,446,14,168,63,
Item_301,3121.0,445,86,168,52,
Item_5875,3111.0,444,43,167,98,
Item_9377,3109.0,444,14,167,87,
Item_11615,3107.0,443,86,167,76,
Item_46,3105.0,443,57,167,65,
Item_722,3104.0,443,43,167,60,
Item_755,3102.0,443,14,167,49,
Item_7815,3098.0,442,57,167,28,
Item_801,3098.0,442,57,167,28,
Item_3227,3082.0,440,29,166,41,
Item_1225,3077.0,439,57,166,14,
Item_1012,3077.0,439,57,166,14,
Item_5555,3073.0,439,00,165,93,
Item_333,3073.0,439,00,165,93,
